品種ｺｰﾄﾞ,品種名,品種名(送り状),ﾌﾘｶﾞﾅ,業者ｺｰﾄﾞ,ｸﾞﾙｰﾌﾟｺｰﾄﾞ,商品課税区分,標準単価,売上単価,標準原価,仕入原価,ﾛｲﾔﾘﾃｨ,階級ﾊﾟﾀｰﾝｺｰﾄﾞ,boxtype_from_variety,item,boxtype
20040,5　DIS　ｱｿｰﾄ　ｱﾅｽﾀｼｱ,DIS　アソート　アナスタシア,ｱｿｰﾄ ｱﾅｽﾀｼｱ,5,20,0,0,0,0,0,2,20,5,アソート,50
20042,5　DIS　ｱｿｰﾄ　ｱﾈｼｰ,DIS　アソート　アネシー,5 ｱｿｰﾄ ｱﾈｼｰ,5,20,0,0,0,0,0,2,20,5,アソート,50
20041,5　DIS　ｱｿｰﾄ　ｽﾊﾟｲﾀﾞｰ,DIS　アソート　スパイダー,5 ｱｿｰﾄ ｽﾊﾟｰﾀﾞｰ(ｲﾁﾘﾝ),4,20,0,0,0,0,0,2,20,5,アソート,50
20043,5　DIS　ｱｿｰﾄ　新花,DIS　アソート　新花,5 ｱｿｰﾄ ｼﾝｶ(ｲﾁﾘﾝ),4,20,0,0,0,0,0,1,20,5,アソート,50
15057,5　ｱｰｾﾅﾙ,アーセナル,5 ｱｰｾﾅﾙ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15068,5　ｱｰｾﾅﾙ ﾚｯﾄﾞ,アーセナル レッド,5 ｱｰｾﾅﾂｱｰｾﾅﾙﾚｯﾄﾞ,5,15,0,0,0,0,0,2,15,5,Disbud,50
3310,5　ｱｸｲﾗ,アクイラ,5 ｱｸｲﾗ,1,3,0,0,0,0,0,2,3,5,スプレー,50
20011,5　ｱｿｰﾄ　EX(夏系),アソート　ＥＸ(夏系),5 ｱｿｰﾄ EX  ｴx(ﾅﾂｹｲ),4,20,0,0,0,0,0,2,20,5,アソート,50
20010,5　ｱｿｰﾄ　EX(秋系),アソート　ＥＸ(秋系),ｱｿｰﾄ EX,4,20,0,0,0,0,0,2.2,20,5,アソート,50
20003,5　ｱｿｰﾄ　SP(ｶﾞｯﾊﾞｰﾅ),アソート　ＳＰ(ガッバーナ),5 ｱｿｰﾄ SPｶﾞｯﾊﾞｰﾅ,4,20,0,0,0,0,0,2,20,5,アソート,50
20002,5　ｱｿｰﾄ　SP(ﾍﾞｽﾋﾞｵ),アソート　ＳＰ(ベスビオ),5 ｱｿｰﾄ sp(ｱｷｹｲ),4,20,0,0,0,0,0,1.92,20,5,アソート,50
20001,5　ｱｿｰﾄ　SP(八重咲),アソート　ＳＰ(八重咲),5 ｱｿｰﾛｱｿｰﾄ SP(ﾓﾅﾘｻﾞ),4,20,0,0,0,0,0,2.2,20,5,アソート,50
20027,5　ｱｿｰﾄ　ｱﾈｼｰ,アソート　アネシー,5 ｱｿｰﾄ ｱﾈｼｰ,5,20,0,0,0,0,0,2,20,5,アソート,50
20013,5　ｱｿｰﾄ　ｵﾘｼﾞﾅﾙ(夏系),アソート　オリジナル(夏系),5 ｱｿｰﾄ ｵﾘｼﾞﾅﾙ(ﾅﾂｹｲ),4,20,0,0,0,0,0,2,20,5,アソート,50
20012,5　ｱｿｰﾄ　ｵﾘｼﾞﾅﾙ(秋系),アソート　オリジナル(秋系),5 ｱｿｰﾄ ｵﾘｼﾞﾅﾙ,4,20,0,0,0,0,0,2,20,5,アソート,50
63111,5　ｱｿｰﾄ ｶﾗﾝｺｴ 35cmUP,アソート カランコエ 35cmUP,ﾊｺ ｱｿｰﾄｶﾗﾝｺｴ,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63112,5　ｱｿｰﾄ ｶﾗﾝｺｴ 40cmUP,アソート カランコエ 40cmUP,ﾊｺ ｱｿｰﾄ ｶﾗﾝｺｴ50cmcmU,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63113,5　ｱｿｰﾄ ｶﾗﾝｺｴ 45cmUP,アソート カランコエ 45cmUP,ﾊｺ ｱｿｰﾄｶﾗﾝｺｴ45cmUP,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63114,5　ｱｿｰﾄ ｶﾗﾝｺｴ 50cmUP,アソート カランコエ 50cmUP,ﾊｺ ｱｿｰﾄｶﾗﾝｺｴ50cmUP,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63115,5　ｱｿｰﾄ ｶﾗﾝｺｴ 55cmUP,アソート カランコエ 55cmUP,ﾊｺ ｱｿｰﾄｶﾗﾝｺｴ55cmUP,4,63,0,0,0,0,0,0,63,5,カランコエ,50
20024,5　ｱｿｰﾄ　ｺｲｼﾘｰｽﾞ,アソート　コイシリーズ,ｱｿｰﾄ ｺｲｼﾘｰｽﾞ,3,20,0,0,0,0,0,2,20,5,アソート,50
20023,5　ｱｿｰﾄ　ｻﾝﾃｨﾆ,アソート　サンティニ,ｱｿｰﾄ ｻﾝﾃｨﾆ,4,20,0,0,0,0,0,1.7,20,5,アソート,50
20030,5　ｱｿｰﾄ　ﾀﾞﾝﾃ,アソート　ダンテ,5 ｱｿｰﾄ ﾀﾞﾝﾃ,5,20,0,0,0,0,0,2,20,5,アソート,50
20026,5　ｱｿｰﾄ　ﾃﾞｺﾗ,アソート　デコラ,5 ｱｿｰﾄ ﾃﾞｺﾗ,2,20,0,0,0,0,0,2,20,5,アソート,50
20031,5　ｱｿｰﾄ　ﾄﾓｼﾘｰｽﾞ,アソート　トモシリーズ,555 ｱｿｰﾄ ﾄﾓｼﾘｰｽﾞ,4,20,0,0,0,0,0,0,20,5,アソート,50
20029,5　ｱｿｰﾄ　ﾊﾞﾙﾃｨｶ,アソート　バルティカ,5 ｱｿｰﾄ ﾊﾞﾙﾃｨｶ,5,20,0,0,0,0,0,2,20,5,アソート,50
20020,5　ｱｿｰﾄ　ﾎﾟﾝﾎﾟﾝ,アソート　ポンポン,ｱｿｰﾄ ﾎﾟﾝﾎﾟﾝ,4,20,0,0,0,0,0,2.2,20,5,アソート,50
20028,5　ｱｿｰﾄ　ﾏｲｸﾛﾎﾟﾝﾎﾟﾝ,アソート　マイクロポンポン,5 ｱｿｰﾄ ﾏｲｸﾛﾎﾟﾝﾎﾟﾝ,7,20,0,0,0,0,0,1.5,20,5,アソート,50
20022,5　ｱｿｰﾄ　ﾓﾅﾘｻﾞ,アソート　モナリザ,5 ｱｿｰﾄ ﾓﾅﾘｻﾞ,2,20,0,0,0,0,0,1.85,20,5,アソート,50
20021,5　ｱｿｰﾄ　ﾘﾈｶｰ,アソート　リネカー,ｱｿｰﾄ ﾘﾈｶｰ,2,20,0,0,0,0,0,1,20,5,アソート,50
20014,5　ｱｿｰﾄ　ﾘﾎﾟﾙ,アソート　リポル,5 ｱｿｰﾄ ﾘﾎﾟﾙﾘﾎﾟﾙ,1,20,0,0,0,0,0,2,20,5,アソート,50
20025,5　ｱｿｰﾄ　新花(SP),アソート　新花（ＳＰ）,ｱｿｰﾄ ｼﾝｶ,4,20,0,0,0,0,0,1,20,5,アソート,50
3361,5　ｱﾄﾞﾘｱ,アドリア,5 ｱﾄﾞﾘｱ,1,3,0,0,0,0,0,2,3,5,スプレー,50
15003,5　ｱﾅｽﾀｼｱ　4MIX,アナスタシア　４ＭＩＸ,ｱﾅｽﾀｼｱ 4MIX,5,15,0,0,0,0,0,2,15,5,Disbud,50
15004,5　ｱﾅｽﾀｼｱ　5MIX,アナスタシア　５ＭＩＸ,5 ｱﾅｽﾀｼｱ 5MIX,5,15,0,0,0,0,0,2,15,5,Disbud,50
15021,5　ｱﾅｽﾀｼｱ　ｻﾆｰ,アナスタシア　サニー,ｱﾅｽﾀｼｱ ｻﾆ-,5,15,0,0,0,0,0,2,15,5,Disbud,50
15025,5　ｱﾅｽﾀｼｱ　ｽﾀｰﾋﾟﾝｸ,アナスタシア　スターピンク,5 ｱﾅｽﾀｼｱ ｽﾀｰﾋﾟﾝｸ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15031,5　ｱﾅｽﾀｼｱ　ｽﾀｰﾐﾝﾄ,アナスタシア　スターミント,5 ｱﾅｽﾀｼｱ ｽﾀｰﾐﾝﾄ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15028,5　ｱﾅｽﾀｼｱ　ｽﾍﾟｼｬﾙ,アナスタシア　スペシャル,5 ｱﾅｽﾀｼｱｶﾜﾘｻｷ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15024,5　ｱﾅｽﾀｼｱ　ﾀﾞｰｸｸﾞﾘｰﾝ,アナスタシア　ダークグリーン,ｱﾅｽﾀｼｱ ｸﾞﾘ-ﾝ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15029,5　ｱﾅｽﾀｼｱ　ﾀﾞｰｸﾌﾞﾛﾝｽﾞ,アナスタシア　ダークブロンズ,5 ｱﾅｽﾀｼｱ ﾀﾞｰｸﾌﾞﾛﾝｽﾞ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15026,5　ｱﾅｽﾀｼｱ　ﾀﾞｰｸﾗｲﾑ,アナスタシア　ダークライム,5 ｱﾅｽﾀｼｱ ﾀﾞｰｸﾗｲﾑ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15030,5　ｱﾅｽﾀｼｱ　ﾀﾞｰｸﾗｲﾑ,アナスタシア　ダークライム,5 ｱﾅｽﾀｼｱ ﾗｲﾑ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15022,5　ｱﾅｽﾀｼｱ　ﾋﾟﾝｸ,アナスタシア　ピンク,ｱﾅｽﾀｼｱ ﾋﾟﾝｸ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15023,5　ｱﾅｽﾀｼｱ　ﾌﾞﾛﾝｽﾞ,アナスタシア　ブロンズ,ｱﾅｽﾀｼｱ ﾌﾞﾛﾝｽﾞ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15020,5　ｱﾅｽﾀｼｱ　ﾎﾜｲﾄ,アナスタシア　ホワイト,ｱﾅｽﾀｼｱ ﾎﾜｲﾄ,5,15,0,0,0,0,0,2,15,5,Disbud,50
15027,5　ｱﾅｽﾀｼｱ　ﾗｲﾗｯｸ,アナスタシア　ライラック,5 ｱﾅｽﾀｼｱ ﾗｲﾗｯｸ,5,15,0,0,0,0,0,2,15,5,Disbud,50
3210,5　ｱﾅﾍﾞﾙ,アナベル,5 ｱﾅﾍﾞﾙ,1,3,0,0,0,0,0,2,3,5,スプレー,50
15061,5　ｱﾅﾍﾞﾙ,アナベル,5 5 ｱﾅﾍﾞﾙ,1,15,0,0,0,0,0,2.5,15,5,Disbud,50
3009,5　ｱﾈｼｰ　3MIX,アネシー　３ＭＩＸ,5 ｱﾈｼｰ 3MIX,5,3,0,0,0,0,0,2,3,5,スプレー,50
3098,5　ｱﾈｼｰ　ｲｴﾛｰ,アネシー　イエロー,5 ｱﾈｼｰ ｲｴﾛｰ,5,3,0,0,0,0,0,2,3,5,スプレー,50
15036,5　ｱﾈｼｰ　ｲｴﾛｰ,アネシー　イエロー,5 ｱﾈｼｰ ｲｴﾛｰ,5,15,0,0,0,0,0,2,15,5,Disbud,50
3100,5　ｱﾈｼｰ　ﾀﾞｰｸ,アネシー　ダーク,5 ｱﾈｼｰ ﾀﾞｰｸ,5,3,0,0,0,0,0,2,3,5,スプレー,50
15038,5　ｱﾈｼｰ　ﾀﾞｰｸ,アネシー　ダーク,5 ｱﾈｼｰ ﾀﾞｰｸﾋﾟﾝｸ,5,15,0,0,0,0,0,2,15,5,Disbud,50
3097,5　ｱﾈｼｰ　ﾎﾜｲﾄ,アネシー　ホワイト,5 ｱﾈｼｰ ﾎﾜｲﾄ,5,3,0,0,0,0,0,2,3,5,スプレー,50
15035,5　ｱﾈｼｰ　ﾎﾜｲﾄ,アネシー　ホワイト,5 ｱﾈｼｰ ﾎﾜｲﾄ,5,15,0,0,0,0,0,2,15,5,Disbud,50
3099,5　ｱﾈｼｰ　ﾚﾓﾝ,アネシー　レモン,5 ｱﾈｼｰ ﾚﾓﾝ,5,3,0,0,0,0,0,2,3,5,スプレー,50
15037,5　ｱﾈｼｰ　ﾚﾓﾝ,アネシー　レモン,5 ｱﾈｼｰ ﾚﾓﾝ,5,15,0,0,0,0,0,2,15,5,Disbud,50
3306,5　ｱﾏﾗﾝｻ,アマランサ,5 ｱﾏﾗﾝｻ,1,3,0,0,0,0,0,2,3,5,スプレー,50
15059,5　ｱﾏﾗﾝｻ,アマランサ,5 ｱﾏﾗﾝｻ,1,15,0,0,0,0,0,2.5,15,5,Disbud,50
3254,5　ｱﾏﾙﾌｨｰ,アマルフィー,5 ｱﾏﾙﾌｨｰ,2,3,0,0,0,0,0,2.2,3,5,スプレー,50
51009,5　ｱﾐｱｰﾀ,アミアータ,ｱﾐｱｰﾀ,2,51,0,0,0,0,0,1.7,51,5,サンティニ,50
51002,5　アメリ,アメリ,ｱﾒﾘ,1,51,0,0,0,0,0,2,51,5,サンティニ,50
51004,5　ｱﾒﾘ　ｻｰﾓﾝ,アメリ　サーモン,ｱﾒﾘｰ ｻｰﾓﾝ,1,51,0,0,0,0,0,2,51,5,サンティニ,50
51003,5　ｱﾒﾘ　ﾋﾟﾝｸ,アメリ　ピンク,ｱﾒﾘ ﾋﾟﾝｸ,1,51,0,0,0,0,0,2,51,5,サンティニ,50
3246,5　ｱﾓﾛｯｻ,アモロッサ,5 ｱﾓﾛｯｿｻ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3249,5　ｱﾙｶﾞｰﾌﾞ,アルガーブ,5 ｱﾙｶﾞｰﾌﾞ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
51304,5　ｱﾙｼﾞｪﾝﾄ,アルジェント,5 ｱﾙｼﾞｪﾝﾄ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
3200,5　ｱﾙﾂ,アルツ,5 ｱﾙﾂ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
51011,5　ｱﾛｰｲ,アローイ,ｱﾛｰｲ,2,51,0,0,0,0,0,1.7,51,5,サンティニ,50
3253,5　ｱﾝｽﾞ,アンズ,5 ｱﾝｽﾞ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3228,5　ｲﾈｯｻ,イネッサ,5 ｲﾈｯｻ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
9104,5　ｲﾙﾐ,イルミ,5 ｲﾙﾐ,1,9,0,0,0,0,0,2,9,5,ポンポン,50
51303,5　ｲﾝﾔﾝ,インヤン,5 ｲﾝﾔﾝ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
51905,5　ｲﾝﾔﾝ　3MIX,インヤン　３ＭＩＸ,5 ｲﾝﾔﾝ 3MIX,5,51,0,0,0,0,0,2,51,5,サンティニ,50
51350,5　ｲﾝﾔﾝ　ｲｴﾛｰ,インヤン　イエロー,5 ｲﾝﾔﾝ ｲｴﾛｰ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
51502,5　ｲﾝﾔﾝ　ﾋﾟﾝｸ,インヤン　ピンク,5 ｲﾝﾔﾝ ﾋﾟﾝｸ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
51910,5　ｲﾝﾔﾝ2MIX,インヤン　２ＭＩＸ,5 ｲﾝﾔﾝ2MIX,5,51,0,0,0,0,0,2,51,5,サンティニ,50
9165,5　ｳｨﾚｯﾄ,ウィレット,5 ｳｨﾚｯﾄ,1,9,0,0,0,0,0,2,9,5,ポンポン,50
9189,5　ｳｫｰｸ,ウォーク,55 ｳｫｰｸ,2,9,0,0,0,0,0,2,9,5,ポンポン,50
63305,5　ｳｫｰﾑ ｲｴﾛｰ 55cm,ウォーム イエロー 55cm,ﾊｺ ｳﾓｰﾑｲｴﾛｰｫ55cm,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63306,5　ｳｫｰﾑ ｲｴﾛｰ 60cm,ウォーム イエロー 60cm,ﾊｺ ｳｫｰﾑｲｴﾛｰ60cm,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63314,5　ｳｫｰﾑ ｵﾚﾝｼﾞ 50cm,ウォーム オレンジ 50cm,ﾊｺ ｳｫｰﾑｵﾚﾝｼﾞ50cm,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63315,5　ｳｵｰﾑ ｵﾚﾝｼﾞ 55cm,ウォーム オレンジ 55cm,ﾊｺｵｫｰﾑ ｳｵｰﾑｵﾚﾝｼﾞ55cm,0,63,0,0,0,0,0,0,63,5,カランコエ,50
63316,5　ｳｫｰﾑ ｵﾚﾝｼﾞ 60cm,ウオーム オレンジ 60cm,ﾊｺ ｳｫｰﾑｵﾚﾝｼﾞ60cm,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63317,5　ｳｫｰﾑ ｵﾚﾝｼﾞ 65cm,ウォーム オレンジ 65cm,5 ｳｫｰﾑｵﾚﾝｼﾞ,4,63,0,0,0,0,0,0,63,5,カランコエ,50
3351,5　ｴｰｹﾞ,エーゲ,5 ｴｰｹﾞ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3209,5　ｴｽﾄﾚｰｼﾞｬ,エストレージャ,5 ｴｽﾄﾚｰｼﾞｬ,5,3,0,0,0,0,0,2,3,5,スプレー,50
9100,5　ｴｯｼﾞ,エッジ,ｴｯｼﾞ,2,9,0,0,0,0,0,2.2,9,5,ポンポン,50
9120,5　ｴｯｼﾞ　ｲｴﾛｰ,エッジ　イエロー,ｴｯｼﾞ ｲｴﾛｰ,2,9,0,0,0,0,0,2.2,9,5,ポンポン,50
3314,5　ｴﾄﾞﾓﾝﾄﾞ,エドモンド,5 ｴﾄﾞﾓﾝﾄﾞ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3240,5　ｴﾘｰﾄ　ﾋﾟﾝｸ,エリート　ピンク,5 ｴﾘｰﾄ ﾋﾟﾝｸ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3208,5　ｴﾙｻﾞ,エルザ,5 ｴｽｻﾞ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3300,5　ｵｿﾙﾉ　ｸﾞﾘｰﾝ,オソルノ　グリーン,ｵｿﾞﾙﾉ ｸﾞﾘｰﾝ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
51301,5　ｵﾊﾟｰﾙ,オパール,5 ｵﾊﾟｰﾙ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
3116,5　ｵﾍﾟﾗ,オペラ,5 ｵﾍﾟﾗ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3119,5　ｵﾍﾟﾗ　ｵﾚﾝｼﾞ,オペラ　オレンジ,5 ｵﾍﾟﾗ ｵﾚﾝｼﾞ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3117,5　ｵﾍﾟﾗ　ﾋﾟﾝｸ,オペラ　ピンク,5 ｵﾍﾟﾗ ﾋﾟﾝｸ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3118,5　ｵﾍﾟﾗ　ﾍﾞｰｼﾞｭ,オペラ　ベージュ,5 ｵﾍﾟﾗ ﾍﾞｰｼﾞｭ,1,3,0,0,0,0,0,2,3,5,スプレー,50
9164,5　ｵﾒｶﾞ,オメガ,5 ｵﾒｶﾞ,5,9,0,0,0,0,0,2,9,5,ポンポン,50
9185,5　ｵﾘｰﾌﾞ,オリーブ,5 ｵﾘｰﾌﾞ,5,9,0,0,0,0,0,2,9,5,ポンポン,50
3066,5　ｵﾘﾉｺ,オリノコ,5 ｵﾘﾉｺ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3067,5　ｵﾘﾉｺ　ｲｴﾛｰ,オリノコ　イエロー,5 ｵﾘﾉｺ ｲｴﾛｰ,5,3,0,0,0,0,0,2,3,5,スプレー,50
51600,5　ｵﾙﾗﾝﾀﾞ,オルランダ,5 ｵﾙﾗﾝﾀﾞ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
3221,5　ｵﾙﾘﾅ,オルリナ,5 ｵﾙﾘﾅ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
3260,5　ｶﾞｰﾈｯﾄ,ガーネット,5 ｶﾞｰﾈｯﾄ,2,3,0,0,0,0,0,1.7,3,5,スプレー,50
3284,5　ｶｽﾃﾘ,カステリ,5 ｶｽﾃﾘ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3223,5　ｶﾀﾘｰﾅ,カタリーナ,5 ｶﾀﾘｰﾅ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
3012,5　ｶﾞｯﾊﾞｰﾅ 3MIX,ガッバーナ　３ＭＩＸ,5 ｶﾞｯﾊﾞｰﾅ 3MIX,1,3,0,0,0,0,0,2,3,5,スプレー,50
9141,5　ｶﾃﾞﾅ,カデナ,5 ｶﾃﾞﾅ,2,9,0,0,0,0,0,1.85,9,5,ポンポン,50
9124,5　ｶﾅﾘｵ,カナリオ,5 ｶﾅﾘｵ,5,9,0,0,0,0,0,2,9,5,ポンポン,50
3301,5　ｶﾞﾘｱﾛ　ｸﾞﾘｰﾝ,ガリアロ　グリーン,5 ｶﾞﾘｱﾛｸﾞﾘｰﾝ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
9184,5　ｶﾝﾄﾘｰ,カントリー,5 ｶﾝﾄﾘｰ,2,9,0,0,0,0,0,2,9,5,ポンポン,50
3207,5　ｷｸﾞﾅｽ,キグナス,5 ｷｸﾞﾅｽ,2,3,0,0,0,0,0,2,3,5,スプレー,50
62005,5　ｷｬｯｽﾙ　ﾋﾟﾝｸ,キャッスル　ピンク,5 ｷｬｯｽﾙ ﾋﾟﾝｸ,4,62,0,0,0,0,0,0,62,5,ケイトウ,50
3283,5　ｷｬﾝﾃﾗｽ,キャンテラス,5 ｷｬﾝﾃﾗｽ,2,3,0,0,0,0,0,2.2,3,5,スプレー,50
51300,5　ｷｬﾝﾊﾞｽ,キャンバス,5 ｷｬﾝﾊﾞｽ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
3247,5　ｷﾝｸﾞﾌｨｯｼｬｰ,キングフィッシャー,5 ｷﾝｸﾞﾌｨｯｼｬｰ,2,3,0,0,0,0,0,2.2,3,5,スプレー,50
3281,5　ｸｰｶﾞ,クーガ,5 ｸｰｶﾞ,2,3,0,0,0,0,0,2.2,3,5,スプレー,50
63292,5　ｸﾘｰﾐｰ ﾎﾜｲﾄ 40cm,クリーミー ホワイト 40cm,ﾊｺ ｸﾘｰﾐｰﾎﾜｲﾄ40cm,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63293,5　ｸﾘｰﾐｰ ﾎﾜｲﾄ 45cm,クリーミー ホワイト 45cm,ﾊｺｸﾘｰﾐｰ ﾎﾜｲﾄ 45,4,63,0,0,0,0,0,0,63,5,カランコエ,50
63294,5　ｸﾘｰﾐｰ ﾎﾜｲﾄ 50cm,クリーミー ホワイト 50cm,ﾊｺ ｸﾘｰﾐｰ ﾎﾜｲﾄ 50cm,4,63,0,0,0,0,0,0,63,5,カランコエ,50
15050,5　ｸﾞﾘｰﾝ　ｼｬﾑﾛｯｸ,グリーン　シャムロック,ｸﾞﾘｰﾝ ｼｬﾑﾛｯｸ,4,15,0,0,0,0,0,1.85,15,5,Disbud,50
3307,5　ｸﾞﾘｰﾝﾘｻｰﾄﾞ,グリーンリザード,5 ｸﾞﾘｰﾝﾘｻｰﾄﾞ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
51021,5　ｸﾘﾑｿﾞﾝｸｲｰﾝ,クリムゾンクイーン,5 ｸﾘﾑｿﾞﾝｸｲｰﾝ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
9181,5　ｸﾞﾙｰﾋﾞｰ,グルービー,ｸﾞﾙｰﾋﾞｰ,2,9,0,0,0,0,0,2.2,9,5,ポンポン,50
15063,5　ｸﾞﾛｰﾌﾞ　ｸﾞﾘｰﾝ,グローブ　グリーン,5 ｸｸﾞﾛｰﾌﾞ ｸﾞﾘｰﾝ,2,15,0,0,0,0,0,1.85,15,5,Disbud,50
3302,5　ｹﾍﾞｯｸ,ケベック,5 ｹﾍﾞｯｸ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3323,5　ｺｲ　ｱﾛｰﾑ,コイ　アローム,ｺｲ ｱﾛｰﾑ,3,3,0,0,0,0,0,2,3,5,スプレー,50
3322,5　ｺｲ　ｲｴﾛｰ,コイ　イエロー,ｺｲ ｲｴﾛｰ,3,3,0,0,0,0,0,2,3,5,スプレー,50
3324,5　ｺｲ　ｽﾃｰｼﾞ,コイ　ステージ,5 ｺｲ ｽﾃｰｼﾞ,3,3,0,0,0,0,0,2,3,5,スプレー,50
3321,5　ｺｲ　ﾄｩﾓﾛｰ,コイ　トゥモロー,ｺｲ ﾄｩﾓﾛｰ,3,3,0,0,0,0,0,2,3,5,スプレー,50
3325,5　ｺｲ　ﾊｯﾄ,コイ　ハット,5 ｺｲ ﾊｯﾄ,3,3,0,0,0,0,0,2,3,5,スプレー,50
3320,5　ｺｲ　ﾎﾜｲﾄ,コイ　ホワイト,5 ｺｲ ﾓｰﾆﾝｸﾞ,3,3,0,0,0,0,0,2,3,5,スプレー,50
3010,5　ｺｲｼﾘｰｽﾞ　4MIX,コイシリーズ　４ＭＩＸ,5 ｺｲｼﾘｰｽﾞ 4MIX,3,3,0,0,0,0,0,2,3,5,スプレー,50
15052,5　ｺﾞｰﾙﾀﾞｰ,ゴールダー,5 ｺﾞｰﾙﾀﾞｰ,4,15,0,0,0,0,0,1.85,15,5,Disbud,50
51503,5　ｺｻｰｼﾞｭ,コサージュ,5 ｺｻｰｼﾞｭ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
51505,5　ｺｻｰｼﾞｭ　ｲｴﾛｰ,コサージュ　イエロー,5 ｺｻｰｼﾞｭ ｲｴﾛｰ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
9103,5　ｺﾛﾝ,コロン,55 ｺﾛﾝ,5,9,0,0,0,0,0,2,9,5,ポンポン,50
3308,5　ｺﾝﾂｪﾙﾄ,コンツェルト,5 ｺﾝﾂｪﾙﾄ,1,3,0,0,0,0,0,2,3,5,スプレー,50
3225,5　ｻﾅﾘｰ,サナリー,5 ｻﾅﾘｰ,2,3,0,0,0,0,0,1.85,3,5,スプレー,50
15060,5　ｻﾊﾞ,サバ,5 ｻﾊﾞ,1,15,0,0,0,0,0,2.5,15,5,Disbud,50
3305,5　ｻﾌｨｰﾅ,サフィーナ,5 ｻﾌｨｰﾅ,1,3,0,0,0,0,0,2,3,5,スプレー,50
15058,5　ｻﾌｨｰﾅ,サフィーナ,5 ｻﾌｨｰﾅｻﾌｨｰﾅ,1,15,0,0,0,0,0,2.5,15,5,Disbud,50
51500,5　ｻﾎﾞﾅ,サボナ,5 5 ｻﾎﾞﾅ,5,51,0,0,0,0,0,2,51,5,サンティニ,50
15053,5　ｻﾏｰﾚﾓﾝ,サマー　レモン,5 ｻﾏｰﾚﾓﾝ,4,15,0,0,0,0,0,0,15,5,Disbud,50
3103,5　ｻﾓｽ,サモス,5 ｻﾓｽ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3245,5　ｻﾓｽ,サモス,5 ｻﾓｽ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3105,5　ｻﾓｽ　ｲｴﾛｰ,サモス　イエロー,5 ｻﾓｽ ｲｴﾛｰ,5,3,0,0,0,0,0,2,3,5,スプレー,50
3104,5　ｻﾓｽ　ﾀﾞｰｸ,サモス　ダーク,55 ｻﾓｽ ﾀﾞｰｸ,5,3,0,0,0,0,0,2,3,5,スプレー,50
51023,5　ｻﾝﾃｨﾆ 3MIX,サンティニ ３ＭＩＸ,5 ｻﾝﾃｨﾆ3MIX,4,51,0,0,0,0,0,2,51,5,サンティニ,50
51016,5　ｻﾝﾃｨﾆ　4MIX,サンティニ　４ＭＩＸ,5 ｻﾝﾃｨﾆ 4MIX,4,51,0,0,0,0,0,2,51,5,サンティニ,50
